394,,Netherlands,1938
395,,Norway,1938
396,,Poland,1938
397,,Romania,1938
398,,Sweden,1938
399,,Switzerland,1938
400,,Argentina,1934
401,,Austria,1934
402,,Belgium,1934
403,,Brazil,1934
404,,Czechoslovakia,1934
405,,Egypt,1934
406,,France,1934
407,,Germany,1934
408,,Hungary,1934
409,,Italy,1934
410,,Netherlands,1934
411,,Romania,1934
412,,Spain,1934
413,,Sweden,1934
414,,Switzerland,1934
415,,USA,1934
416,Group 1,Argentina,1930
417,Group 1,Chile,1930
418,Group 1,France,1930
419,Group 1,Mexico,1930
420,Group 2,Yugoslavia,1930
421,Group 2,Brazil,1930
422,Group 2,Bolivia,1930
423,Group 3,Uruguay,1930
424,Group 3,Romania,1930
425,Group 3,Peru,1930
426,Group 4,USA,1930
427,Group 4,Paraguay,1930
428,Group 4,Belgium,1930
